QualifiedApiName,Label,KeyPrefix,DurableId,NamespacePrefix,IsCustomizable,IsCustomSetting
EmbeddedServiceDetail,組み込みサービス,0Lq,EmbeddedServiceDetail,,false,false
EmbeddedServiceLabel,組み込みサービスラベル,0Uu,EmbeddedServiceLabel,,false,false
EngagementChannelType,エンゲージメントチャネル種別,0eF,EngagementChannelType,,true,false
EngagementChannelTypeChangeEvent,エンゲージメントチャネル種別 変更イベント,1CE,EngagementChannelTypeChangeEvent,,false,false
EngagementChannelTypeFeed,エンゲージメントチャネル種別フィード,0D5,EngagementChannelTypeFeed,,false,false
EngagementChannelTypeHistory,エンゲージメントチャネル種別の履歴,017,EngagementChannelTypeHistory,,false,false
EngagementChannelTypeShare,エンゲージメントチャネル種別 共有,02c,EngagementChannelTypeShare,,false,false
EngagementChannelWorkType,エンゲージメントチャネル作業種別,0xz,EngagementChannelWorkType,,true,false
EngagementChannelWorkTypeFeed,エンゲージメントチャネル作業種別フィード,0D5,EngagementChannelWorkTypeFeed,,false,false
EngagementChannelWorkTypeHistory,エンゲージメントチャネル作業種別の履歴,017,EngagementChannelWorkTypeHistory,,false,false
EngmtChannelTypeSettings,Generic Email Setting Result,19I,EngmtChannelTypeSettings,,false,false
EnhancedLetterhead,拡張レターヘッド,0Rn,EnhancedLetterhead,,false,false
EnhancedLetterheadFeed,拡張レターヘッドフィード,0D5,EnhancedLetterheadFeed,,false,false
Entitlement,エンタイトルメント,550,Entitlement,,true,false
EntitlementChangeEvent,エンタイトルメント 変更イベント,1CE,EntitlementChangeEvent,,false,false
EntitlementContact,エンタイトルメント取引先責任者,0E7,EntitlementContact,,false,false
EntitlementFeed,エンタイトルメントフィード,0D5,EntitlementFeed,,false,false
EntitlementHistory,エンタイトルメント履歴,017,EntitlementHistory,,false,false
EntitlementTemplate,エンタイトルメントテンプレート,551,EntitlementTemplate,,false,false
EntityDefinition,エンティティ定義,4ie,EntityDefinition,,false,false
EntityMilestone,オブジェクトマイルストーン,1EM,EntityMilestone,,true,false
EntityMilestoneFeed,オブジェクトマイルストーンフィード,0D5,EntityMilestoneFeed,,false,false
EntityMilestoneHistory,オブジェクトマイルストーン履歴,017,EntityMilestoneHistory,,false,false
EntityParticle,エンティティパーティクル,0Nv,EntityParticle,,false,false
EntitySubscription,エンティティ登録,0E8,EntitySubscription,,false,false
Event,行動,00U,Event,,true,false
EventBusSubscriber,プラットフォームイベント登録,0Cd,EventBusSubscriber,,false,false
EventChangeEvent,行動 変更イベント,1CE,EventChangeEvent,,false,false
EventFeed,行動フィード,0D5,EventFeed,,false,false
EventLogFile,イベントログファイル,0AT,EventLogFile,,false,false
EventRelation,行動リレーション,0RE,EventRelation,,false,false
EventRelationChangeEvent,行動リレーション 変更イベント,1CE,EventRelationChangeEvent,,false,false
EventRelayConfig,イベントリレー設定,7k2,EventRelayConfig,,false,false
EventRelayConfigChangeEvent,イベントリレー設定 変更イベント,1CE,EventRelayConfigChangeEvent,,false,false
EventRelayFeedback,イベントリレーフィードバック,7k4,EventRelayFeedback,,false,false
EventRequirements__c,イベント定義,a0F,01IdL00000BMCnN,,true,false
EventRequirements__ChangeEvent,変更イベント: イベント定義,1CE,01IdL00000BMCnN.ChangeEvent,,false,false
EventRequirements__Feed,フィード: イベント定義,0D5,01IdL00000BMCnN.Feed,,false,false
EventRequirements__History,履歴: イベント定義,017,01IdL00000BMCnN.History,,false,false
EventRequirements__Share,共有: イベント定義,02c,01IdL00000BMCnN.Share,,false,false
EventStagedInviteeEmail,行動ステージング済み被招集者メール,5EI,EventStagedInviteeEmail,,false,false
EvfPipelineSubTaskDetails,Evf Pipeline Sub Tasks Details,99v,EvfPipelineSubTaskDetails,,false,false
ExpressionFilter,式検索条件,1GS,ExpressionFilter,,false,false
ExpressionFilterCriteria,式検索条件基準,8BM,ExpressionFilterCriteria,,false,false
ExpressionSetView,式セットテンプレート,0pz,ExpressionSetView,,false,false
ExtDataShare,データ共有,1ed,ExtDataShare,,false,false
ExtDataShareFeed,データ共有フィード,0D5,ExtDataShareFeed,,false,false
ExtDataShareHistory,データ共有履歴,017,ExtDataShareHistory,,false,false
ExtDataShareTarget,データ共有対象,1et,ExtDataShareTarget,,false,false
ExtDataShareTargetFeed,データ共有対象フィード,0D5,ExtDataShareTargetFeed,,false,false
ExtDataShareTargetHistory,データ共有対象履歴,017,ExtDataShareTargetHistory,,false,false
ExtDataShareTargetShare,データ共有対象 共有,02c,ExtDataShareTargetShare,,false,false
ExternalAIModel,外部 AI モデル,0b4,ExternalAIModel,,false,false
ExternalClientApplication,External Client Applications,0xI,ExternalClientApplication,,false,false
ExternalDataSource,外部データソース,0XC,ExternalDataSource,,false,false
ExternalDataSrcDescriptor,外部データソース記述子,6Ay,ExternalDataSrcDescriptor,,false,false
ExternalDataUserAuth,外部データユーザー認証,0XU,ExternalDataUserAuth,,false,false
ExternalEncryptionRootKey,External Encryption Root Key,48q,ExternalEncryptionRootKey,,false,false
ExternalEvent,外部イベント,0AY,ExternalEvent,,false,false
ExternalEventChangeEvent,外部イベント 変更イベント,1CE,ExternalEventChangeEvent,,false,false
ExternalEventMapping,External Event Mappings,08N,ExternalEventMapping,,false,false
ExternalEventMappingShare,External Event Mappings 共有,02c,ExternalEventMappingShare,,false,false
ExternalSourceStatusEvent,外部取得元状況イベント,2e1,ExternalSourceStatusEvent,,false,false
ExtlClntAppAndroidPushConfig,外部クライアントアプリケーション Android 転送設定,1Dh,ExtlClntAppAndroidPushConfig,,false,false
ExtlClntAppApplePushConfig,外部クライアントアプリケーション Apple 転送設定,1DJ,ExtlClntAppApplePushConfig,,false,false
ExtlClntAppMobileSettings,外部クライアントアプリケーションモバイル設定,38z,ExtlClntAppMobileSettings,,false,false
ExtlClntAppMobPlcyConfig,外部クライアントアプリケーションモバイルポリシー設定,8AQ,ExtlClntAppMobPlcyConfig,,false,false
ExtlClntAppNotifSettings,外部クライアントアプリケーション通知設定,15x,ExtlClntAppNotifSettings,,false,false
ExtlClntAppNotifType,外部クライアントアプリケーション通知種別,18N,ExtlClntAppNotifType,,false,false
ExtlClntAppOauthConsumer,外部クライアントアプリケーショングローバル OAuth コンシューマー,13P,ExtlClntAppOauthConsumer,,false,false
ExtlClntAppOauthIpRange,外部クライアントアプリケーション OAuth IP 範囲,6Wj,ExtlClntAppOauthIpRange,,false,false
ExtlClntAppOauthPlcyAttr,外部クライアントアプリケーション OAuth ポリシーカスタム属性,15g,ExtlClntAppOauthPlcyAttr,,false,false
ExtlClntAppOauthPlcyCnfg,外部クライアントアプリケーション OAuth ポリシー設定,0yO,ExtlClntAppOauthPlcyCnfg,,false,false
ExtlClntAppOauthPlcyCustmScp,外部クライアントアプリケーション OAuth ポリシーカスタム範囲,1Cb,ExtlClntAppOauthPlcyCustmScp,,false,false
ExtlClntAppOauthSetAttr,外部クライアントアプリケーション OAuth 設定カスタム属性,15h,ExtlClntAppOauthSetAttr,,false,false
ExtlClntAppOauthSetCustmScp,外部クライアントアプリケーション Oauth 設定カスタム範囲,1Cf,ExtlClntAppOauthSetCustmScp,,false,false
ExtlClntAppOauthSettings,外部クライアントアプリケーション OAuth 設定,3SN,ExtlClntAppOauthSettings,,false,false
ExtlClntAppPlcyCnfg,外部クライアントアプリケーションポリシー設定,196,ExtlClntAppPlcyCnfg,,false,false
ExtlClntAppPushPolicyConfig,外部クライアントアプリケーション転送ポリシー設定,1HP,ExtlClntAppPushPolicyConfig,,false,false
ExtlClntAppPushSettings,外部クライアントアプリケーション転送設定,1Cg,ExtlClntAppPushSettings,,false,false
ExtlClntAppSamplePlcyCnfg,外部クライアントアプリケーションサンプルポリシー設定,4B5,ExtlClntAppSamplePlcyCnfg,,false,false
ExtlClntAppSampleSettings,外部クライアントアプリケーションサンプル設定,3AG,ExtlClntAppSampleSettings,,false,false
FeatureUsageEvent,機能利用状況イベント,1di,FeatureUsageEvent,,false,false
FeedAttachment,フィード添付,08M,FeedAttachment,,false,false
FeedComment,フィードコメント,0D7,FeedComment,,false,false
FeedItem,フィード項目,0D5,FeedItem,,false,false
FeedLike,フィード「いいね!」,0I0,FeedLike,,false,false
FeedPollChoice,Feed Poll Choice,09A,FeedPollChoice,,false,false
FeedPollVote,Feed Poll Vote,09B,FeedPollVote,,false,false
FeedRevision,フィードリビジョン,08U,FeedRevision,,false,false
FeedSignal,フィード信号,0QJ,FeedSignal,,false,false
FeedTrackedChange,変更追跡フィード,0D6,FeedTrackedChange,,false,false
FieldDefinition,項目定義,4fe,FieldDefinition,,false,false
FieldPermissions,項目権限,01k,FieldPermissions,,false,false
FieldSecurityClassification,項目セキュリティ分類,,FieldSecurityClassification,,false,false
FileEvent,ファイルイベント,0vI,FileEvent,,false,false
FileEventStore,ファイルイベントストア,0wg,FileEventStore,,false,false
FileSearchActivity,FileSearchActivity,06h,FileSearchActivity,,false,false
FinanceBalanceSnapshot,金融残高スナップショット,2kA,FinanceBalanceSnapshot,,true,false
FinanceBalanceSnapshotChangeEvent,金融残高スナップショット 変更イベント,1CE,FinanceBalanceSnapshotChangeEvent,,false,false
FinanceBalanceSnapshotShare,金融残高スナップショット 共有,02c,FinanceBalanceSnapshotShare,,false,false
FinanceTransaction,金融取引,0n3,FinanceTransaction,,true,false
FinanceTransactionChangeEvent,金融取引 変更イベント,1CE,FinanceTransactionChangeEvent,,false,false
FinanceTransactionShare,金融取引 共有,02c,FinanceTransactionShare,,false,false
FiscalYearSettings,会計年度設定,022,FiscalYearSettings,,false,false
FlexQueueItem,Flex キュー項目,06i,FlexQueueItem,,false,false
FlowDebugRefreshEvent,フローのデバッグ更新イベント,8ko,FlowDebugRefreshEvent,,false,false
FlowDefinitionView,フロー定義,3dd,FlowDefinitionView,,false,false
FlowExecutionErrorEvent,フロー実行エラーイベント,0eC,FlowExecutionErrorEvent,,false,false
FlowInterview,Flow Interview,0Fo,FlowInterview,,false,false
FlowInterviewLog,フローインタビューログ,8gZ,FlowInterviewLog,,false,false
FlowInterviewLogEntry,フローインタビューログエントリ,0f6,FlowInterviewLogEntry,,false,false
FlowInterviewLogShare,フローインタビューログ 共有,02c,FlowInterviewLogShare,,false,false
FlowInterviewShare,Flow Interview 共有,02c,FlowInterviewShare,,false,false
FlowOrchestration,オーケストレーション,1Fe,FlowOrchestration,,false,false
FlowOrchestrationChangeEvent,オーケストレーション 変更イベント,1CE,FlowOrchestrationChangeEvent,,false,false
FlowOrchestrationEvent,オーケストレーションイベント,0jo,FlowOrchestrationEvent,,false,false
FlowOrchestrationInstance,オーケストレーション実行,0jE,FlowOrchestrationInstance,,true,false
FlowOrchestrationInstanceShare,オーケストレーション実行 共有,02c,FlowOrchestrationInstanceShare,,false,false
FlowOrchestrationLog,オーケストレーション実行ログ,0mZ,FlowOrchestrationLog,,true,false
FlowOrchestrationStageInstance,オーケストレーションフェーズ実行,0jF,FlowOrchestrationStageInstance,,true,false
FlowOrchestrationStageInstanceShare,オーケストレーションフェーズ実行 共有,02c,FlowOrchestrationStageInstanceShare,,false,false
FlowOrchestrationStepInstance,オーケストレーションステップ実行,0jL,FlowOrchestrationStepInstance,,true,false
FlowOrchestrationStepInstanceShare,オーケストレーションステップ実行 共有,02c,FlowOrchestrationStepInstanceShare,,false,false
FlowOrchestrationVersion,オーケストレーションバージョン,1Ff,FlowOrchestrationVersion,,false,false
FlowOrchestrationVersionChangeEvent,オーケストレーションバージョン 変更イベント,1CE,FlowOrchestrationVersionChangeEvent,,false,false
FlowOrchestrationWorkItem,オーケストレーション作業項目,0jf,FlowOrchestrationWorkItem,,true,false
FlowOrchestrationWorkItemShare,オーケストレーション作業項目 共有,02c,FlowOrchestrationWorkItemShare,,false,false
FlowRecord,フロー,2aF,FlowRecord,,false,false
FlowRecordChangeEvent,フロー 変更イベント,1CE,FlowRecordChangeEvent,,false,false
FlowRecordElement,フロー要素,11M,FlowRecordElement,,false,false
FlowRecordElementChangeEvent,フロー要素 変更イベント,1CE,FlowRecordElementChangeEvent,,false,false
FlowRecordElementOccurrence,フローレコード要素発生,2XP,FlowRecordElementOccurrence,,false,false
FlowRecordHistory,フローレコード履歴,017,FlowRecordHistory,,false,false
FlowRecordRelation,フローレコードリレーション,31z,FlowRecordRelation,,false,false
FlowRecordShare,フロー 共有,02c,FlowRecordShare,,false,false
FlowRecordVersion,フローバージョン,10v,FlowRecordVersion,,false,false
FlowRecordVersionChangeEvent,フローバージョン 変更イベント,1CE,FlowRecordVersionChangeEvent,,false,false
FlowRecordVersionOccurrence,フローバージョン発生,10p,FlowRecordVersionOccurrence,,false,false
FlowStageRelation,フローインタビューフェーズリレーション,31y,FlowStageRelation,,false,false
FlowTestResult,フローテスト結果,2hU,FlowTestResult,,false,false
FlowTestResultShare,フローテスト結果 共有,02c,FlowTestResultShare,,false,false
FlowTestView,フローテストビュー,4YB,FlowTestView,,false,false
FlowVariableView,フローの変数,3ad,FlowVariableView,,false,false
FlowVersionView,フローのバージョン,3vd,FlowVersionView,,false,false
Folder,フォルダー,00l,Folder,,false,false
FolderedContentDocument,フォルダー内のコンテンツドキュメント,,FolderedContentDocument,,false,false
FormulaFunction,数式関数,0Kn,FormulaFunction,,false,false
FormulaFunctionAllowedType,数式コンテキスト関数,0fE,FormulaFunctionAllowedType,,false,false
FormulaFunctionCategory,数式関数カテゴリ,0Kh,FormulaFunctionCategory,,false,false
FOStatusChangedEvent,履行注文状況変更イベント,0d1,FOStatusChangedEvent,,false,false
FulfillmentOrder,履行注文,0a3,FulfillmentOrder,,true,false
FulfillmentOrderChangeEvent,履行注文 変更イベント,1CE,FulfillmentOrderChangeEvent,,false,false
FulfillmentOrderFeed,履行注文フィード,0D5,FulfillmentOrderFeed,,false,false
FulfillmentOrderItemAdjustment,履行注文品目調整,0c4,FulfillmentOrderItemAdjustment,,true,false
FulfillmentOrderItemAdjustmentFeed,履行注文品目調整フィード,0D5,FulfillmentOrderItemAdjustmentFeed,,false,false
FulfillmentOrderItemTax,履行注文品目税,0co,FulfillmentOrderItemTax,,true,false
FulfillmentOrderItemTaxChangeEvent,履行注文品目税 変更イベント,1CE,FulfillmentOrderItemTaxChangeEvent,,false,false
FulfillmentOrderItemTaxFeed,履行注文品目税フィード,0D5,FulfillmentOrderItemTaxFeed,,false,false
FulfillmentOrderLineItem,履行注文商品,0a4,FulfillmentOrderLineItem,,true,false
FulfillmentOrderLineItemChangeEvent,履行注文商品 変更イベント,1CE,FulfillmentOrderLineItemChangeEvent,,false,false
FulfillmentOrderLineItemFeed,履行注文商品フィード,0D5,FulfillmentOrderLineItemFeed,,false,false
FulfillmentOrderShare,履行注文 共有,02c,FulfillmentOrderShare,,false,false
FulfillOrdItemQtyChgEvent,履行注文品目数量変更イベント,1Fq,FulfillOrdItemQtyChgEvent,,false,false
FunctionRequirements__c,機能要件,a07,01IdL00000BL3EH,,true,false
FunctionRequirements__ChangeEvent,変更イベント: 機能要件,1CE,01IdL00000BL3EH.ChangeEvent,,false,false
FunctionRequirements__Feed,フィード: 機能要件,0D5,01IdL00000BL3EH.Feed,,false,false
FunctionRequirements__History,履歴: 機能要件,017,01IdL00000BL3EH.History,,false,false
FunctionRequirements__Share,共有: 機能要件,02c,01IdL00000BL3EH.Share,,false,false
GenAiFunctionDefinition,生成 AI 関数定義,172,GenAiFunctionDefinition,,false,false
GenAiPlannerAttrDefinition,生成 AI プランナー属性定義,17F,GenAiPlannerAttrDefinition,,false,false
GenAiPlannerDefinition,生成 AI プランナー定義,16j,GenAiPlannerDefinition,,false,false
GenAiPlannerFunctionDef,生成 AI プランナー関数定義,17D,GenAiPlannerFunctionDef,,false,false
GenAiPluginDefinition,生成 AI プラグイン定義,179,GenAiPluginDefinition,,false,false
GenAiPluginFunctionDef,生成 AI プラグイン関数定義,17E,GenAiPluginFunctionDef,,false,false
GenAiPluginInstructionDef,生成 AI プラグイン手順定義,1C7,GenAiPluginInstructionDef,,false,false
GisPrvdCnctrJobObjRun,GIS プロバイダーコネクタオブジェクトジョブ実行,1fT,GisPrvdCnctrJobObjRun,,false,false
GrantedByLicense,Setting Granted By License,06d,GrantedByLicense,,false,false
Group,グループ,00G,Group,,false,false
GroupMember,グループメンバー,011,GroupMember,,false,false
GtwyProvPaymentMethodType,ゲートウェイプロバイダー支払方法種別,1gp,GtwyProvPaymentMethodType,,false,false
GuestUserAnomalyEvent,ゲストユーザー異常イベント,18y,GuestUserAnomalyEvent,,false,false
GuestUserAnomalyEventStore,ゲストユーザー異常イベントストア,18z,GuestUserAnomalyEventStore,,false,false
GuestUserAnomalyEventStoreFeed,ゲストユーザー異常イベントストアフィード,0D5,GuestUserAnomalyEventStoreFeed,,false,false
Holiday,休日,0C0,Holiday,,false,false
IconDefinition,アイコン定義,09k,IconDefinition,,false,false
Idea,アイデア,087,Idea,,true,false
IdeaComment,アイデアのコメント,00a,IdeaComment,,false,false
IdentityProviderEventStore,ID プロバイダーイベントストア,0k8,IdentityProviderEventStore,,false,false
IdentityResolution,ID 解決,1ir,IdentityResolution,,false,false
IdentityResolutionFeed,ID 解決フィード,0D5,IdentityResolutionFeed,,false,false
IdentityResolutionHistory,ID 解決の履歴,017,IdentityResolutionHistory,,false,false
IdentityVerificationEvent,ID 検証イベント,0Jx,IdentityVerificationEvent,,false,false
IdpEventLog,ID プロバイダーイベントログ,0Yu,IdpEventLog,,false,false
IdRsolStatusEvent,ID 解決状況イベント,1e6,IdRsolStatusEvent,,false,false
IframeWhiteListUrl,Trusted Domains for Inline Frames,6TS,IframeWhiteListUrl,,false,false
Image,画像,4YL,Image,,true,false
ImageFeed,画像フィード,0D5,ImageFeed,,false,false
ImageHistory,画像履歴,017,ImageHistory,,false,false
ImageShare,画像 共有,02c,ImageShare,,false,false
Incident,障害,0ny,Incident,,true,false
IncidentChangeEvent,障害 変更イベント,1CE,IncidentChangeEvent,,false,false
IncidentFeed,障害フィード,0D5,IncidentFeed,,false,false
IncidentHistory,障害履歴,017,IncidentHistory,,false,false
IncidentRelatedItem,障害関連項目,0tA,IncidentRelatedItem,,true,false
IncidentRelatedItemChangeEvent,障害関連項目 変更イベント,1CE,IncidentRelatedItemChangeEvent,,false,false
IncidentRelatedItemFeed,障害関連項目フィード,0D5,IncidentRelatedItemFeed,,false,false
IncidentRelatedItemHistory,障害関連項目履歴,017,IncidentRelatedItemHistory,,false,false
IncidentShare,障害 共有,02c,IncidentShare,,false,false
Individual,個人,0PK,Individual,,true,false
IndividualChangeEvent,個人 変更イベント,1CE,IndividualChangeEvent,,false,false
IndividualHistory,個人履歴,017,IndividualHistory,,false,false
IndividualShare,個人共有,0T5,IndividualShare,,false,false
InstalledMobileApp,インストール済みモバイルアプリケーション,0El,InstalledMobileApp,,false,false
InventoryItemReservation,在庫品目予約,10s,InventoryItemReservation,,true,false
InventoryReservation,在庫予約,10r,InventoryReservation,,true,false
InventoryReservationShare,在庫予約 共有,02c,InventoryReservationShare,,false,false
Invoice,請求書,3tt,Invoice,,true,false
InvoiceFeed,請求書フィード,0D5,InvoiceFeed,,false,false
InvoiceHistory,請求書履歴,017,InvoiceHistory,,false,false
InvoiceLine,請求書品目,5TV,InvoiceLine,,true,false
InvoiceLineFeed,請求書品目フィード,0D5,InvoiceLineFeed,,false,false
InvoiceLineHistory,請求書品目履歴,017,InvoiceLineHistory,,false,false
InvoiceShare,請求書 共有,02c,InvoiceShare,,false,false
IPAddressRange,IP アドレス範囲,9s4,IPAddressRange,,false,false
Issue__c,課題・要望,a06,01IdL00000BL36D,,true,false
Issue__ChangeEvent,変更イベント: 課題・要望,1CE,01IdL00000BL36D.ChangeEvent,,false,false
Issue__Feed,フィード: 課題・要望,0D5,01IdL00000BL36D.Feed,,false,false
Issue__History,履歴: 課題・要望,017,01IdL00000BL36D.History,,false,false
Issue__Share,共有: 課題・要望,02c,01IdL00000BL36D.Share,,false,false
KnowledgeableUser,知識のあるユーザー,0in,KnowledgeableUser,,false,false
Lead,リード,00Q,Lead,,true,false
LeadChangeEvent,リード 変更イベント,1CE,LeadChangeEvent,,false,false
LeadCleanInfo,リードクリーンアップ情報,1CL,LeadCleanInfo,,true,false
LeadFeed,リードフィード,0D5,LeadFeed,,false,false
LeadHistory,リード履歴,017,LeadHistory,,false,false
LeadShare,リードの共有,01o,LeadShare,,false,false
LeadStatus,リードの状況値,01J,LeadStatus,,false,false
LegalEntity,法人,0fw,LegalEntity,,true,false
LegalEntityFeed,__MISSING LABEL__ PropertyFile - val LegalEntity not found in section StandardFeedLabel,0D5,LegalEntityFeed,,false,false
LegalEntityHistory,法人履歴,017,LegalEntityHistory,,false,false
LegalEntityShare,法人 共有,02c,LegalEntityShare,,false,false
LightningExitByPageMetrics,Lightning ページ別終了メトリクス,0V9,LightningExitByPageMetrics,,false,false
LightningExperienceTheme,Lightning Experience のテーマ,0S1,LightningExperienceTheme,,false,false
LightningOnboardingConfig,Lightning オンボーディング設定,7MM,LightningOnboardingConfig,,false,false
LightningToggleMetrics,Lightning 切り替えメトリクス,1o1,LightningToggleMetrics,,false,false
LightningUriEvent,Lightning URI イベント,0bh,LightningUriEvent,,false,false
LightningUriEventStream,Lightning URI イベントストリーム,0bi,LightningUriEventStream,,false,false
LightningUsageByAppTypeMetrics,Lightning アプリケーション種別別使用状況メトリクス,62C,LightningUsageByAppTypeMetrics,,false,false
LightningUsageByBrowserMetrics,Lightning ブラウザー別使用状況メトリクス,3mK,LightningUsageByBrowserMetrics,,false,false
LightningUsageByFlexiPageMetrics,FlexPage 別 Lightning 使用状況メトリクス,7pV,LightningUsageByFlexiPageMetrics,,false,false
LightningUsageByPageMetrics,Lightning ページ別使用状況メトリクス,0U5,LightningUsageByPageMetrics,,false,false
ListEmail,リストメール,0XB,ListEmail,,false,false
ListEmailChangeEvent,リストメール 変更イベント,1CE,ListEmailChangeEvent,,false,false
ListEmailIndividualRecipient,List Email Individual Recipients,0XF,ListEmailIndividualRecipient,,false,false
ListEmailRecipientSource,List Email Recipient Sources,0XD,ListEmailRecipientSource,,false,false
ListEmailSentResult,List Email Sent Results,0XE,ListEmailSentResult,,false,false
ListEmailSentResultChangeEvent,List Email Sent Results 変更イベント,1CE,ListEmailSentResultChangeEvent,,false,false
ListEmailShare,リストメール 共有,02c,ListEmailShare,,false,false
ListView,リストビュー,00B,ListView,,false,false
ListViewChart,リストビューグラフ,0Dd,ListViewChart,,false,false
ListViewChartInstance,リストビューグラフインスタンス,0De,ListViewChartInstance,,false,false
ListViewEvent,リストビューイベント,0X8,ListViewEvent,,false,false
ListViewEventStream,リストビューイベントストリーム,0XG,ListViewEventStream,,false,false
LiveChatSensitiveDataRule,機密データルール,0GO,LiveChatSensitiveDataRule,,false,false
Location,ロケーション,131,Location,,true,false
LocationChangeEvent,ロケーション 変更イベント,1CE,LocationChangeEvent,,false,false
LocationFeed,ロケーションフィード,0D5,LocationFeed,,false,false
LocationGroup,ロケーショングループ,0gh,LocationGroup,,true,false
LocationGroupAssignment,ロケーショングループ割り当て,0gx,LocationGroupAssignment,,true,false
LocationGroupAssignmentChangeEvent,ロケーショングループ割り当て 変更イベント,1CE,LocationGroupAssignmentChangeEvent,,false,false
LocationGroupChangeEvent,ロケーショングループ 変更イベント,1CE,LocationGroupChangeEvent,,false,false
LocationGroupFeed,ロケーショングループフィード,0D5,LocationGroupFeed,,false,false
LocationGroupHistory,ロケーショングループ履歴,017,LocationGroupHistory,,false,false
LocationGroupShare,ロケーショングループ 共有,02c,LocationGroupShare,,false,false
LocationHistory,ロケーション履歴,017,LocationHistory,,false,false
LocationShare,ロケーション 共有,02c,LocationShare,,false,false
LocationShippingCarrierMethod,ロケーション配送業者方法,2A3,LocationShippingCarrierMethod,,true,false
LocationShippingCarrierMethodFeed,__MISSING LABEL__ PropertyFile - val LocationShippingCarrierMethod not found in section StandardFeedLabel,0D5,LocationShippingCarrierMethodFeed,,false,false
LocationShippingCarrierMethodHistory,ロケーション配送業者方法履歴,017,LocationShippingCarrierMethodHistory,,false,false
LocationShippingCarrierMethodShare,ロケーション配送業者方法 共有,02c,LocationShippingCarrierMethodShare,,false,false
LoginAnomalyEvent,ログイン異常イベント,1Rt,LoginAnomalyEvent,,false,false
LoginAnomalyEventStore,ログイン異常イベントストア,1S0,LoginAnomalyEventStore,,false,false
LoginAnomalyEventStoreFeed,ログイン異常イベントストアフィード,0D5,LoginAnomalyEventStoreFeed,,false,false
LoginAsEvent,LoginAs イベント,0VX,LoginAsEvent,,false,false
LoginAsEventStream,LoginAs イベントストリーム,0VY,LoginAsEventStream,,false,false
LoginEvent,ログインイベント,1HB,LoginEvent,,false,false
LoginEventStream,ログインイベントストリーム,0Ll,LoginEventStream,,false,false
LoginGeo,ログイン地理情報データ,04F,LoginGeo,,false,false
LoginHistory,ログイン履歴,0Ya,LoginHistory,,false,false
LoginIp,ログイン IP,710,LoginIp,,false,false
LogoutEvent,ログアウトイベント,06M,LogoutEvent,,false,false
LogoutEventStream,Logout Event Streams,0PH,LogoutEventStream,,false,false
LookedUpFromActivity,活動から検索,,LookedUpFromActivity,,false,false
Macro,マクロ,0JZ,Macro,,true,false
MacroChangeEvent,マクロ 変更イベント,1CE,MacroChangeEvent,,false,false
MacroHistory,マクロ履歴,017,MacroHistory,,false,false
MacroInstruction,マクロの説明,0Ji,MacroInstruction,,false,false
MacroInstructionChangeEvent,マクロの説明 変更イベント,1CE,MacroInstructionChangeEvent,,false,false
MacroShare,マクロ 共有,02c,MacroShare,,false,false
MacroUsage,マクロ利用状況,5ML,MacroUsage,,false,false
MacroUsageShare,マクロ利用状況 共有,02c,MacroUsageShare,,false,false
MailmergeTemplate,差し込み印刷テンプレート,01H,MailmergeTemplate,,false,false
ManagedContent,管理コンテンツ,20Y,ManagedContent,,false,false
ManagedContentChangeEvent,管理コンテンツ 変更イベント,1CE,ManagedContentChangeEvent,,false,false
ManagedContentChannel,管理コンテンツチャネル,0ap,ManagedContentChannel,,false,false
ManagedContentSpace,管理コンテンツ空間,0Zu,ManagedContentSpace,,false,false
ManagedContentVariant,管理コンテンツバリエーション,9Ps,ManagedContentVariant,,false,false
ManagedContentVariantChangeEvent,管理コンテンツバリエーション 変更イベント,1CE,ManagedContentVariantChangeEvent,,false,false
MarketSegment,セグメント,1sg,MarketSegment,,false,false
MarketSegmentActivation,有効化,85R,MarketSegmentActivation,,false,false
MarketSegmentActivationChangeEvent,有効化 変更イベント,1CE,MarketSegmentActivationChangeEvent,,false,false
MarketSegmentActivationFeed,有効化 フィード,0D5,MarketSegmentActivationFeed,,false,false
MarketSegmentActivationHistory,有効化履歴,017,MarketSegmentActivationHistory,,false,false
MarketSegmentChangeEvent,セグメント 変更イベント,1CE,MarketSegmentChangeEvent,,false,false
MarketSegmentDefMapping,マーケットセグメント定義マッピング,5I4,MarketSegmentDefMapping,,false,false
MarketSegmentFeed,セグメント フィード,0D5,MarketSegmentFeed,,false,false
MarketSegmentHistory,セグメント履歴,017,MarketSegmentHistory,,false,false
MarketSegmentStatusEvent,マーケットセグメント状況イベント,1e1,MarketSegmentStatusEvent,,false,false
MarketSgmtActvStatusEvent,マーケットセグメント有効化状況イベント,1e2,MarketSgmtActvStatusEvent,,false,false
MatchingInformation,Matching Information,0Ib,MatchingInformation,,false,false
MatchingRule,一致ルール,0JD,MatchingRule,,false,false
MatchingRuleItem,一致ルール項目,0JE,MatchingRuleItem,,false,false
MessagingChannel,メッセージングチャネル,0Mj,MessagingChannel,,false,false
MessagingChannelSkill,Messaging Channel Skills,1cN,MessagingChannelSkill,,false,false
MessagingChannelUsage,メッセージングチャネル利用状況,0gL,MessagingChannelUsage,,false,false
MessagingConfiguration,Messaging Configurations,0Uh,MessagingConfiguration,,false,false
MessagingDeliveryError,メッセージ配信エラー,0Ut,MessagingDeliveryError,,false,false
